"table_schema","table_name","column_name","ordinal_position","is_nullable","data_type","character_maximum_length","numeric_precision","numeric_scale","datetime_precision"
"landing","accounts","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","accounts","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","accounts","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","accounts","account_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","accounts","code",5,"YES","text",NULL,NULL,NULL,NULL
"landing","accounts","name",6,"YES","text",NULL,NULL,NULL,NULL
"landing","accounts","status",7,"YES","text",NULL,NULL,NULL,NULL
"landing","accounts","type",8,"YES","text",NULL,NULL,NULL,NULL
"landing","accounts","tax_type",9,"YES","text",NULL,NULL,NULL,NULL
"landing","accounts","description",10,"YES","text",NULL,NULL,NULL,NULL
"landing","accounts","class",11,"YES","text",NULL,NULL,NULL,NULL
"landing","accounts","enable_payments_to_account",12,"YES","boolean",NULL,NULL,NULL,NULL
"landing","accounts","show_in_expense_claims",13,"YES","boolean",NULL,NULL,NULL,NULL
"landing","accounts","reporting_code",14,"YES","text",NULL,NULL,NULL,NULL
"landing","accounts","reporting_code_name",15,"YES","text",NULL,NULL,NULL,NULL
"landing","accounts","updated_date_utc",16,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","accounts","currency_code",17,"YES","text",NULL,NULL,NULL,NULL
"landing","accounts","bank_account_number",18,"YES","text",NULL,NULL,NULL,NULL
"landing","accounts","bank_account_type",19,"YES","text",NULL,NULL,NULL,NULL
"landing","attachments","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","attachments","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","attachments","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","attachments","parent_type",4,"NO","text",NULL,NULL,NULL,NULL
"landing","attachments","parent_id",5,"NO","uuid",NULL,NULL,NULL,NULL
"landing","attachments","attachment_id",6,"YES","uuid",NULL,NULL,NULL,NULL
"landing","attachments","file_name",7,"YES","text",NULL,NULL,NULL,NULL
"landing","attachments","url",8,"YES","text",NULL,NULL,NULL,NULL
"landing","attachments","mime_type",9,"YES","text",NULL,NULL,NULL,NULL
"landing","attachments","content_length",10,"YES","integer",NULL,32,0,NULL
"landing","bank_transaction_lines","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","bank_transaction_lines","bank_transaction_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","bank_transaction_lines","description",3,"YES","text",NULL,NULL,NULL,NULL
"landing","bank_transaction_lines","unit_amount",4,"YES","numeric",NULL,NULL,NULL,NULL
"landing","bank_transaction_lines","tax_type",5,"YES","text",NULL,NULL,NULL,NULL
"landing","bank_transaction_lines","tax_amount",6,"YES","numeric",NULL,NULL,NULL,NULL
"landing","bank_transaction_lines","line_amount",7,"YES","numeric",NULL,NULL,NULL,NULL
"landing","bank_transaction_lines","account_code",8,"YES","text",NULL,NULL,NULL,NULL
"landing","bank_transaction_lines","quantity",9,"YES","numeric",NULL,NULL,NULL,NULL
"landing","bank_transaction_lines","account_id",10,"YES","uuid",NULL,NULL,NULL,NULL
"landing","bank_transactions","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","bank_transactions","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","bank_transactions","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","bank_transactions","bank_transaction_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","bank_transactions","type",5,"YES","text",NULL,NULL,NULL,NULL
"landing","bank_transactions","contact_id",6,"YES","uuid",NULL,NULL,NULL,NULL
"landing","bank_transactions","reference",7,"YES","text",NULL,NULL,NULL,NULL
"landing","bank_transactions","is_reconciled",8,"YES","boolean",NULL,NULL,NULL,NULL
"landing","bank_transactions","currency_code",9,"YES","text",NULL,NULL,NULL,NULL
"landing","bank_transactions","date",10,"YES","date",NULL,NULL,NULL,0
"landing","bank_transactions","status",11,"YES","text",NULL,NULL,NULL,NULL
"landing","bank_transactions","sub_total",12,"YES","numeric",NULL,NULL,NULL,NULL
"landing","bank_transactions","total_tax",13,"YES","numeric",NULL,NULL,NULL,NULL
"landing","bank_transactions","total",14,"YES","numeric",NULL,NULL,NULL,NULL
"landing","bank_transactions","updated_date_utc",15,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","bank_transfers","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","bank_transfers","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","bank_transfers","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","bank_transfers","bank_transfer_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","bank_transfers","date",5,"YES","date",NULL,NULL,NULL,0
"landing","bank_transfers","amount",6,"YES","numeric",NULL,NULL,NULL,NULL
"landing","bank_transfers","from_bank_account_id",7,"YES","uuid",NULL,NULL,NULL,NULL
"landing","bank_transfers","from_bank_account_name",8,"YES","text",NULL,NULL,NULL,NULL
"landing","bank_transfers","to_bank_account_id",9,"YES","uuid",NULL,NULL,NULL,NULL
"landing","bank_transfers","to_bank_account_name",10,"YES","text",NULL,NULL,NULL,NULL
"landing","bank_transfers","from_bank_transaction_id",11,"YES","uuid",NULL,NULL,NULL,NULL
"landing","bank_transfers","to_bank_transaction_id",12,"YES","uuid",NULL,NULL,NULL,NULL
"landing","bank_transfers","from_is_reconciled",13,"YES","boolean",NULL,NULL,NULL,NULL
"landing","bank_transfers","to_is_reconciled",14,"YES","boolean",NULL,NULL,NULL,NULL
"landing","bank_transfers","reference",15,"YES","text",NULL,NULL,NULL,NULL
"landing","bank_transfers","has_attachments",16,"YES","boolean",NULL,NULL,NULL,NULL
"landing","batch_payment_lines","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","batch_payment_lines","batch_payment_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","batch_payment_lines","payment_id",3,"YES","uuid",NULL,NULL,NULL,NULL
"landing","batch_payment_lines","invoice_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","batch_payment_lines","amount",5,"YES","numeric",NULL,NULL,NULL,NULL
"landing","batch_payments","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","batch_payments","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","batch_payments","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","batch_payments","batch_payment_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","batch_payments","reference",5,"YES","text",NULL,NULL,NULL,NULL
"landing","batch_payments","date",6,"YES","date",NULL,NULL,NULL,0
"landing","batch_payments","type",7,"YES","text",NULL,NULL,NULL,NULL
"landing","batch_payments","status",8,"YES","text",NULL,NULL,NULL,NULL
"landing","batch_payments","total_amount",9,"YES","numeric",NULL,NULL,NULL,NULL
"landing","batch_payments","is_reconciled",10,"YES","boolean",NULL,NULL,NULL,NULL
"landing","batch_payments","updated_date_utc",11,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","batch_payments","account_id",12,"YES","uuid",NULL,NULL,NULL,NULL
"landing","branding_themes","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","branding_themes","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","branding_themes","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","branding_themes","branding_theme_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","branding_themes","name",5,"YES","text",NULL,NULL,NULL,NULL
"landing","branding_themes","sort_order",6,"YES","integer",NULL,32,0,NULL
"landing","branding_themes","created_date_utc",7,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","budget_balances","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","budget_balances","budget_line_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","budget_balances","period",3,"YES","text",NULL,NULL,NULL,NULL
"landing","budget_balances","amount",4,"YES","numeric",NULL,NULL,NULL,NULL
"landing","budget_balances","notes",5,"YES","text",NULL,NULL,NULL,NULL
"landing","budget_lines","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","budget_lines","budget_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","budget_lines","account_id",3,"YES","uuid",NULL,NULL,NULL,NULL
"landing","budget_lines","account_code",4,"YES","text",NULL,NULL,NULL,NULL
"landing","budgets","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","budgets","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","budgets","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","budgets","budget_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","budgets","status",5,"YES","text",NULL,NULL,NULL,NULL
"landing","budgets","description",6,"YES","text",NULL,NULL,NULL,NULL
"landing","budgets","type",7,"YES","text",NULL,NULL,NULL,NULL
"landing","budgets","updated_date_utc",8,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","contact_addresses","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","contact_addresses","contact_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","contact_addresses","address_type",3,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_addresses","address_line1",4,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_addresses","address_line2",5,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_addresses","address_line3",6,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_addresses","address_line4",7,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_addresses","city",8,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_addresses","region",9,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_addresses","postal_code",10,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_addresses","country",11,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_groups","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","contact_groups","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","contact_groups","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","contact_groups","contact_group_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","contact_groups","name",5,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_groups","status",6,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_persons","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","contact_persons","contact_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","contact_persons","first_name",3,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_persons","last_name",4,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_persons","email_address",5,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_phones","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","contact_phones","contact_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","contact_phones","phone_type",3,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_phones","phone_number",4,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_phones","phone_area_code",5,"YES","text",NULL,NULL,NULL,NULL
"landing","contact_phones","phone_country_code",6,"YES","text",NULL,NULL,NULL,NULL
"landing","contacts","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","contacts","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","contacts","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","contacts","contact_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","contacts","contact_status",5,"YES","text",NULL,NULL,NULL,NULL
"landing","contacts","name",6,"YES","text",NULL,NULL,NULL,NULL
"landing","contacts","first_name",7,"YES","text",NULL,NULL,NULL,NULL
"landing","contacts","last_name",8,"YES","text",NULL,NULL,NULL,NULL
"landing","contacts","email_address",9,"YES","text",NULL,NULL,NULL,NULL
"landing","contacts","is_supplier",10,"YES","boolean",NULL,NULL,NULL,NULL
"landing","contacts","is_customer",11,"YES","boolean",NULL,NULL,NULL,NULL
"landing","contacts","default_currency",12,"YES","text",NULL,NULL,NULL,NULL
"landing","contacts","updated_date_utc",13,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","credit_note_allocations","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","credit_note_allocations","credit_note_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","credit_note_allocations","allocation_id",3,"YES","uuid",NULL,NULL,NULL,NULL
"landing","credit_note_allocations","invoice_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","credit_note_allocations","amount",5,"YES","numeric",NULL,NULL,NULL,NULL
"landing","credit_note_allocations","date",6,"YES","date",NULL,NULL,NULL,0
"landing","credit_note_lines","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","credit_note_lines","credit_note_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","credit_note_lines","description",3,"YES","text",NULL,NULL,NULL,NULL
"landing","credit_note_lines","quantity",4,"YES","numeric",NULL,NULL,NULL,NULL
"landing","credit_note_lines","unit_amount",5,"YES","numeric",NULL,NULL,NULL,NULL
"landing","credit_note_lines","tax_type",6,"YES","text",NULL,NULL,NULL,NULL
"landing","credit_note_lines","tax_amount",7,"YES","numeric",NULL,NULL,NULL,NULL
"landing","credit_note_lines","line_amount",8,"YES","numeric",NULL,NULL,NULL,NULL
"landing","credit_note_lines","account_code",9,"YES","text",NULL,NULL,NULL,NULL
"landing","credit_note_lines","tracking",10,"YES","jsonb",NULL,NULL,NULL,NULL
"landing","credit_note_payments","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","credit_note_payments","credit_note_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","credit_note_payments","payment_id",3,"YES","uuid",NULL,NULL,NULL,NULL
"landing","credit_note_payments","date",4,"YES","date",NULL,NULL,NULL,0
"landing","credit_note_payments","amount",5,"YES","numeric",NULL,NULL,NULL,NULL
"landing","credit_note_payments","reference",6,"YES","text",NULL,NULL,NULL,NULL
"landing","credit_notes","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","credit_notes","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","credit_notes","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","credit_notes","credit_note_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","credit_notes","type",5,"YES","text",NULL,NULL,NULL,NULL
"landing","credit_notes","contact_id",6,"YES","uuid",NULL,NULL,NULL,NULL
"landing","credit_notes","status",7,"YES","text",NULL,NULL,NULL,NULL
"landing","credit_notes","date",8,"YES","date",NULL,NULL,NULL,0
"landing","credit_notes","total",9,"YES","numeric",NULL,NULL,NULL,NULL
"landing","credit_notes","updated_date_utc",10,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","credit_notes","currency_code",11,"YES","text",NULL,NULL,NULL,NULL
"landing","credit_notes","reference",12,"YES","text",NULL,NULL,NULL,NULL
"landing","currencies","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","currencies","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","currencies","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","currencies","code",4,"YES","text",NULL,NULL,NULL,NULL
"landing","currencies","description",5,"YES","text",NULL,NULL,NULL,NULL
"landing","employees","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","employees","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","employees","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","employees","employee_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","employees","status",5,"YES","text",NULL,NULL,NULL,NULL
"landing","employees","first_name",6,"YES","text",NULL,NULL,NULL,NULL
"landing","employees","last_name",7,"YES","text",NULL,NULL,NULL,NULL
"landing","employees","external_link",8,"YES","text",NULL,NULL,NULL,NULL
"landing","employees","updated_date_utc",9,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","invoice_allocations","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","invoice_allocations","invoice_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","invoice_allocations","allocation_id",3,"YES","uuid",NULL,NULL,NULL,NULL
"landing","invoice_allocations","credit_note_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","invoice_allocations","amount",5,"YES","numeric",NULL,NULL,NULL,NULL
"landing","invoice_allocations","date",6,"YES","date",NULL,NULL,NULL,0
"landing","invoice_lines","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","invoice_lines","invoice_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","invoice_lines","description",3,"YES","text",NULL,NULL,NULL,NULL
"landing","invoice_lines","quantity",4,"YES","numeric",NULL,NULL,NULL,NULL
"landing","invoice_lines","unit_amount",5,"YES","numeric",NULL,NULL,NULL,NULL
"landing","invoice_lines","tax_type",6,"YES","text",NULL,NULL,NULL,NULL
"landing","invoice_lines","tax_amount",7,"YES","numeric",NULL,NULL,NULL,NULL
"landing","invoice_lines","line_amount",8,"YES","numeric",NULL,NULL,NULL,NULL
"landing","invoice_lines","account_code",9,"YES","text",NULL,NULL,NULL,NULL
"landing","invoice_lines","tracking",10,"YES","jsonb",NULL,NULL,NULL,NULL
"landing","invoice_payments","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","invoice_payments","invoice_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","invoice_payments","payment_id",3,"YES","uuid",NULL,NULL,NULL,NULL
"landing","invoice_payments","date",4,"YES","date",NULL,NULL,NULL,0
"landing","invoice_payments","amount",5,"YES","numeric",NULL,NULL,NULL,NULL
"landing","invoice_payments","reference",6,"YES","text",NULL,NULL,NULL,NULL
"landing","invoice_reminders","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","invoice_reminders","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","invoice_reminders","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","invoice_reminders","enabled",4,"YES","boolean",NULL,NULL,NULL,NULL
"landing","invoice_reminders","reminder_day",5,"YES","integer",NULL,32,0,NULL
"landing","invoice_reminders","message",6,"YES","text",NULL,NULL,NULL,NULL
"landing","invoices","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","invoices","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","invoices","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","invoices","invoice_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","invoices","contact_id",5,"YES","uuid",NULL,NULL,NULL,NULL
"landing","invoices","status",6,"YES","text",NULL,NULL,NULL,NULL
"landing","invoices","type",7,"YES","text",NULL,NULL,NULL,NULL
"landing","invoices","date",8,"YES","date",NULL,NULL,NULL,0
"landing","invoices","due_date",9,"YES","date",NULL,NULL,NULL,0
"landing","invoices","currency_code",10,"YES","text",NULL,NULL,NULL,NULL
"landing","invoices","reference",11,"YES","text",NULL,NULL,NULL,NULL
"landing","invoices","total",12,"YES","numeric",NULL,NULL,NULL,NULL
"landing","invoices","total_tax",13,"YES","numeric",NULL,NULL,NULL,NULL
"landing","invoices","sub_total",14,"YES","numeric",NULL,NULL,NULL,NULL
"landing","invoices","amount_due",15,"YES","numeric",NULL,NULL,NULL,NULL
"landing","invoices","amount_paid",16,"YES","numeric",NULL,NULL,NULL,NULL
"landing","invoices","amount_credited",17,"YES","numeric",NULL,NULL,NULL,NULL
"landing","invoices","updated_date_utc",18,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","items","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","items","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","items","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","items","item_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","items","code",5,"YES","text",NULL,NULL,NULL,NULL
"landing","items","name",6,"YES","text",NULL,NULL,NULL,NULL
"landing","items","description",7,"YES","text",NULL,NULL,NULL,NULL
"landing","items","purchase_description",8,"YES","text",NULL,NULL,NULL,NULL
"landing","items","is_sold",9,"YES","boolean",NULL,NULL,NULL,NULL
"landing","items","is_purchased",10,"YES","boolean",NULL,NULL,NULL,NULL
"landing","items","sales_details",11,"YES","jsonb",NULL,NULL,NULL,NULL
"landing","items","purchase_details",12,"YES","jsonb",NULL,NULL,NULL,NULL
"landing","items","updated_date_utc",13,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","journal_lines","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","journal_lines","journal_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","journal_lines","account_id",3,"YES","uuid",NULL,NULL,NULL,NULL
"landing","journal_lines","account_code",4,"YES","text",NULL,NULL,NULL,NULL
"landing","journal_lines","description",5,"YES","text",NULL,NULL,NULL,NULL
"landing","journal_lines","net_amount",6,"YES","numeric",NULL,NULL,NULL,NULL
"landing","journal_lines","gross_amount",7,"YES","numeric",NULL,NULL,NULL,NULL
"landing","journal_lines","tax_amount",8,"YES","numeric",NULL,NULL,NULL,NULL
"landing","journal_lines","tracking",9,"YES","jsonb",NULL,NULL,NULL,NULL
"landing","journals","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","journals","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","journals","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","journals","journal_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","journals","journal_date",5,"YES","date",NULL,NULL,NULL,0
"landing","journals","journal_number",6,"YES","text",NULL,NULL,NULL,NULL
"landing","journals","reference",7,"YES","text",NULL,NULL,NULL,NULL
"landing","journals","narration",8,"YES","text",NULL,NULL,NULL,NULL
"landing","journals","source_id",9,"YES","uuid",NULL,NULL,NULL,NULL
"landing","journals","source_type",10,"YES","text",NULL,NULL,NULL,NULL
"landing","journals","updated_date_utc",11,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","linked_transactions","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","linked_transactions","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","linked_transactions","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","linked_transactions","linked_transaction_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","linked_transactions","source_transaction_id",5,"YES","uuid",NULL,NULL,NULL,NULL
"landing","linked_transactions","source_line_item_id",6,"YES","uuid",NULL,NULL,NULL,NULL
"landing","linked_transactions","contact_id",7,"YES","uuid",NULL,NULL,NULL,NULL
"landing","linked_transactions","target_transaction_id",8,"YES","uuid",NULL,NULL,NULL,NULL
"landing","linked_transactions","target_line_item_id",9,"YES","uuid",NULL,NULL,NULL,NULL
"landing","linked_transactions","status",10,"YES","text",NULL,NULL,NULL,NULL
"landing","linked_transactions","type",11,"YES","text",NULL,NULL,NULL,NULL
"landing","linked_transactions","line_item_description",12,"YES","text",NULL,NULL,NULL,NULL
"landing","linked_transactions","updated_date_utc",13,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","manual_journal_lines","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","manual_journal_lines","manual_journal_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","manual_journal_lines","description",3,"YES","text",NULL,NULL,NULL,NULL
"landing","manual_journal_lines","account_code",4,"YES","text",NULL,NULL,NULL,NULL
"landing","manual_journal_lines","account_id",5,"YES","uuid",NULL,NULL,NULL,NULL
"landing","manual_journal_lines","tax_type",6,"YES","text",NULL,NULL,NULL,NULL
"landing","manual_journal_lines","tax_amount",7,"YES","numeric",NULL,NULL,NULL,NULL
"landing","manual_journal_lines","line_amount",8,"YES","numeric",NULL,NULL,NULL,NULL
"landing","manual_journal_lines","tracking",9,"YES","jsonb",NULL,NULL,NULL,NULL
"landing","manual_journals","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","manual_journals","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","manual_journals","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","manual_journals","manual_journal_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","manual_journals","narration",5,"YES","text",NULL,NULL,NULL,NULL
"landing","manual_journals","status",6,"YES","text",NULL,NULL,NULL,NULL
"landing","manual_journals","journal_date",7,"YES","date",NULL,NULL,NULL,0
"landing","manual_journals","show_on_cash_basis_reports",8,"YES","boolean",NULL,NULL,NULL,NULL
"landing","manual_journals","updated_date_utc",9,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","organisation","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","organisation","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","organisation","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","organisation","organisation_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","organisation","name",5,"YES","text",NULL,NULL,NULL,NULL
"landing","organisation","legal_name",6,"YES","text",NULL,NULL,NULL,NULL
"landing","organisation","organisation_type",7,"YES","text",NULL,NULL,NULL,NULL
"landing","organisation","base_currency",8,"YES","text",NULL,NULL,NULL,NULL
"landing","organisation","country_code",9,"YES","text",NULL,NULL,NULL,NULL
"landing","organisation","is_demo_company",10,"YES","boolean",NULL,NULL,NULL,NULL
"landing","organisation","organisation_status",11,"YES","text",NULL,NULL,NULL,NULL
"landing","organisation","updated_date_utc",12,"YES","timestamp without time zone",NULL,NULL,NULL,6
"landing","overpayment_allocations","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","overpayment_allocations","overpayment_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","overpayment_allocations","allocation_id",3,"YES","uuid",NULL,NULL,NULL,NULL
"landing","overpayment_allocations","invoice_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","overpayment_allocations","amount",5,"YES","numeric",NULL,NULL,NULL,NULL
"landing","overpayment_allocations","date",6,"YES","date",NULL,NULL,NULL,0
"landing","overpayment_lines","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","overpayment_lines","overpayment_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","overpayment_lines","description",3,"YES","text",NULL,NULL,NULL,NULL
"landing","overpayment_lines","quantity",4,"YES","numeric",NULL,NULL,NULL,NULL
"landing","overpayment_lines","unit_amount",5,"YES","numeric",NULL,NULL,NULL,NULL
"landing","overpayment_lines","account_code",6,"YES","text",NULL,NULL,NULL,NULL
"landing","overpayment_lines","tax_type",7,"YES","text",NULL,NULL,NULL,NULL
"landing","overpayment_lines","tax_amount",8,"YES","numeric",NULL,NULL,NULL,NULL
"landing","overpayment_lines","line_amount",9,"YES","numeric",NULL,NULL,NULL,NULL
"landing","overpayment_lines","tracking",10,"YES","jsonb",NULL,NULL,NULL,NULL
"landing","overpayments","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"landing","overpayments","source_run_id",2,"NO","uuid",NULL,NULL,NULL,NULL
"landing","overpayments","loaded_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"landing","overpayments","overpayment_id",4,"YES","uuid",NULL,NULL,NULL,NULL
"landing","overpayments","type",5,"YES","text",NULL,NULL,NULL,NULL
"landing","overpayments","contact_id",6,"YES","uuid",NULL,NULL,NULL,NULL
"landing","overpayments","date",7,"YES","date",NULL,NULL,NULL,0
"landing","overpayments","currency_code",8,"YES","text",NULL,NULL,NULL,NULL
"landing","overpayments","total",9,"YES","numeric",NULL,NULL,NULL,NULL
"landing","overpayments","status",10,"YES","text",NULL,NULL,NULL,NULL
